Place,Date_start,Date_end,Type_of_Exchange,Currency_From,Amount_From,Currency_To,Amount_To,Notes,Source
Viterbo,1367.06.30,,Commercial,"Papacy, cameral florin of",1,"Avignon, sou of",26.5,82,268
Viterbo,1367.12.01,,Commercial,"Papacy, cameral florin of",1,"Avignon, sou of",27,82,268
Curia,1368,,Commercial,"Papacy, cameral florin of",1,"Avignon, sou of",28,82,111
Venaissin,1368.09.22,1369.06.04,Official,"Papacy, cameral florin of",1,"Avignon, sou of",26,82,400
Florence,1368.09.30,,Bill of exchange,"Papacy, cameral florin of",1,"Avignon, sou of",27.5,82,24
Curia,1369,,Commercial,"Papacy, cameral florin of",1,"Avignon, sou of",26,82,111
Curia,1369,,Commercial,"Papacy, cameral florin of",1,"Avignon, sou of",28,82,111
Curia,1369.10.13,,Manual,"Papacy, cameral florin of",1,"Avignon, sou of",28,82,441
Curia,1369.11.03,,Manual,"Papacy, cameral florin of",1,"Avignon, sou of",28,82,441
Curia,1370,,Commercial,"Papacy, cameral florin of",1,"Avignon, sou of",27.5,82,111
Curia,1370.08.27,,Manual,"Papacy, cameral florin of",1,"Avignon, sou of",28,82,441
Pont-de-Sorgues,1331,,Accounting,"Papacy, cameral florin of",1,"Provence, royal coronat reforciat, sou of",13.33,82,51
Pont-de-Sorgues,1332,,Accounting,"Papacy, cameral florin of",1,"Provence, royal coronat reforciat, sou of",13.33,82,51
Pont-de-Sorgues,1333,,Accounting,"Papacy, cameral florin of",1,"Provence, royal coronat reforciat, sou of",13.33,82,51
Pont-de-Sorgues,1334,,Accounting,"Papacy, cameral florin of",1,"Provence, royal coronat reforciat, sou of",13.33,82,51
Pont-de-Sorgues,1323.06.10,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",20.67,82,51
Pont-de-Sorgues,1323.07.10,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",21.42,82,51
Pont-de-Sorgues,1323.08.02,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",21.67,82,51
Pont-de-Sorgues,1323.09.24,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",21.92,82,51
Pont-de-Sorgues,1323.10.22,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",21.75,82,51
Pont-de-Sorgues,1323.12.21,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",22.08,82,51
Pont-de-Sorgues,1324.03.17,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",21.67,82,51
Pont-de-Sorgues,1324.10.16,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",20.83,82,51
Pont-de-Sorgues,1324.12.11,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",21.67,82,51
Pont-de-Sorgues,1325.01.19,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",21.75,82,51
Pont-de-Sorgues,1325.02.26,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",22.08,82,51
Pont-de-Sorgues,1325.04.06,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",21.83,82,51
Pont-de-Sorgues,1325.06.03,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",22.17,82,51
Pont-de-Sorgues,1325.07.23,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",21.67,82,51
Pont-de-Sorgues,1325.08.13,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",22.25,82,51
Pont-de-Sorgues,1325.09.26,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",21.83,82,51
Pont-de-Sorgues,1325.11.08,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",22.25,82,51
Pont-de-Sorgues,1325.12.16,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",21.5,82,51
Pont-de-Sorgues,1326.01.02,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",22,82,51
Pont-de-Sorgues,1326.02.24,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",20.67,82,51
Pont-de-Sorgues,1326.05.07,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",21.67,82,51
Pont-de-Sorgues,1326.06.07,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",22.5,82,51
Pont-de-Sorgues,1326.12.09,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",22.58,82,51
Pont-de-Sorgues,1327.02.10,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",24,82,51
Pont-de-Sorgues,1327.07.04,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",23.67,82,51
Pont-de-Sorgues,1327.09.03,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",23.17,82,51
Pont-de-Sorgues,1327.11.03,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",28,82,51
Pont-de-Sorgues,1328.01.31,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",31,82,51
Pont-de-Sorgues,1328.03.04,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",31.25,82,51
Pont-de-Sorgues,1328.05.01,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",30.83,82,51
Pont-de-Sorgues,1328.06.06,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",30.75,82,51
Pont-de-Sorgues,1328.07.14,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",29.83,82,51
Pont-de-Sorgues,1328.08.04,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",31.58,82,51
Pont-de-Sorgues,1329.01.07,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",31.75,82,51
Pont-de-Sorgues,1329.02.09,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",31.75,82,51
Pont-de-Sorgues,1329.06.02,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",33.33,82,51
Pont-de-Sorgues,1330.05.12,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",30.92,82,51
Pont-de-Sorgues,1330.06.04,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",30.67,82,51
Pont-de-Sorgues,1330.07.13,,Accounting,"Papacy, cameral florin of",1,"Vienne, sou of",30.42,82,51
Pont-de-Sorgues,1330.09.07,,Accounting,"Papacy, cameral florin of",1,"Valosius, sou of",10.25,82,51
Rhodes,1367.05.26,,Accounting,"Florence, florin of",1,"Papacy, cameral florin, sou of",26.88,83,312
Rhodes,1367.11.26,,Accounting,"Florence, florin of",1,"Papacy, cameral florin, sou of",27.58,83,312
Curia,1356.09.15,,Accounting,"Papacy, florin sentencie of",1,"Provence, money of",16,84,251
Curia,1356.11.21,,Accounting,"Papacy, florin sentencie of",1,"Provence, parva moneta of",32,84,251
Curia,1359.05.17,,Accounting,"Papacy, florin sentencie of",1,"France, moneta Francia of (possibly = sou and denier tournois)",24,84,519
Avignon-Florence,1427.07.30,1427.08.18,Bill of exchange,"Papacy, cameral florin of",1,"Florence, soldo affiorino of",22.13,85,519
Avignon-Florence,1427.10.30,1427.11.19,Bill of exchange,"Papacy, cameral florin of",1,"Florence, soldo affiorino of",23.21,85,519
Avignon-Florence,1427.11.13,1427.12.18,Bill of exchange,"Papacy, cameral florin of",1,"Florence, soldo affiorino of",23.21,85,519
Florence-Avignon,1427.12.07,,Bill of exchange,"Papacy, cameral florin of",1,"Florence, soldo affiorino of",23.21,85,519
Florence-Avignon,1427.12.22,,Bill of exchange,"Papacy, cameral florin of",1,"Florence, soldo affiorino of",22.88,85,519
Florence-Avignon,1427.12.22,,Bill of exchange,"Papacy, cameral florin of",1,"Florence, soldo affiorino of",23,85,519
Florence-Avignon,1428.01.28,1428.02.05,Bill of exchange,"Papacy, cameral florin of",1,"Florence, soldo affiorino of",22.35,85,519
Florence-Avignon,1428.02.23,1428.03.22,Bill of exchange,"Papacy, cameral florin of",1,"Florence, soldo affiorino of",22.48,85,519
Avignon-Florence,1428.03.03,1428.03.21,Bill of exchange,"Papacy, cameral florin of",1,"Florence, soldo affiorino of",22.48,85,519
Avignon-Florence,1428.04.06,1428.05.02,Bill of exchange,"Papacy, cameral florin of",1,"Florence, soldo affiorino of",21.96,85,519
Florence-Avignon,1428.05.12,1428.05.25,Bill of exchange,"Papacy, cameral florin of",1,"Florence, soldo affiorino of",22,85,519
Avignon-Florence,1428.05.18,,Bill of exchange,"Papacy, cameral florin of",1,"Florence, soldo affiorino of",22.13,85,519
Florence-Avignon,1428.08.27,1428.09.09,Bill of exchange,"Papacy, cameral florin of",1,"Florence, soldo affiorino of",22.13,85,519
Florence-Avignon,1428.09.09,1428.09.23,Bill of exchange,"Papacy, cameral florin of",1,"Florence, soldo affiorino of",22.04,85,519
Florence-Avignon,1428.10.12,1428.11.30,Bill of exchange,"Papacy, cameral florin of",1,"Florence, soldo affiorino of",22.04,85,519
Florence-Avignon,1429.04.08,1429.04.26,Bill of exchange,"Papacy, cameral florin of",1,"Florence, soldo affiorino of",23.15,85,519
Florence-Avignon,1429.04.13,1429.05.05,Bill of exchange,"Papacy, cameral florin of",1,"Florence, soldo affiorino of",23.04,85,519
Avignon-Florence,1429.06.27,1429.07.17,Bill of exchange,"Papacy, cameral florin of",1,"Florence, soldo affiorino of",23.77,85,519
Florence-Avignon,1429.07.15,1429.08.07,Bill of exchange,"Papacy, cameral florin of",1,"Florence, soldo affiorino of",23,85,519
Florence-Avignon,1429.08.05,1429.09.25,Bill of exchange,"Papacy, cameral florin of",1,"Florence, soldo affiorino of",22.96,85,519
Florence-Avignon,1429.08.23,1429.09.23,Bill of exchange,"Papacy, cameral florin of",1,"Florence, soldo affiorino of",22.75,85,519
Florence-Avignon,1429.11.11,1429.12.10,Bill of exchange,"Papacy, cameral florin of",1,"Florence, soldo affiorino of",21.96,85,519
Florence-Avignon,1429.12.08,,Bill of exchange,"Papacy, cameral florin of",1,"Florence, soldo affiorino of",22,85,519
Florence-Avignon,1430.01.28,1430.02.29,Bill of exchange,"Papacy, cameral florin of",1,"Florence, soldo affiorino of",21.5,85,519
Florence-Avignon,1430.03.16,1430.03.31,Bill of exchange,"Papacy, cameral florin of",1,"Florence, soldo affiorino of",22,85,519
Florence-Avignon,1430.04.17,1430.05.11,Bill of exchange,"Papacy, cameral florin of",1,"Florence, soldo affiorino of",20.85,85,519
Florence-Avignon,1430.05.23,1430.06.26,Bill of exchange,"Papacy, cameral florin of",1,"Florence, soldo affiorino of",20.42,85,519
Avignon-Florence,1430.06.15,1430.07.20,Bill of exchange,"Papacy, cameral florin of",1,"Florence, soldo affiorino of",20.42,85,519
Avignon-Florence,1430.06.15,1430.07.20,Bill of exchange,"Papacy, cameral florin of",1,"Florence, soldo affiorino of",20.56,85,519
Avignon-Florence,1430.07.14,,Bill of exchange,"Papacy, cameral florin of",1,"Florence, soldo affiorino of",20.29,85,519
Barcelona-Avignon,1427.08.15,1427.08.28,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",12.08,86,519
Barcelona-Avignon,1427.09.02,1427.09.17,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",12.13,86,519
Barcelona-Avignon,1427.10.14,1427.10.22,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",11.92,86,519
Barcelona-Avignon,1427.11.20,1427.12.13,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",12.25,86,519
Barcelona-Avignon,1427.12.06,1427.12.24,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",12.13,86,519
Barcelona-Avignon,1428.01.21,1428.02.01,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",12.19,86,519
Barcelona-Avignon,1428.02.01,1428.02.10,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",12.13,86,519
Barcelona-Avignon,1428.04.19,1428.05.02,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",11.79,86,519
Avignon-Barcelona,1428.05.18,1428.05.27,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",11.58,86,519
Avignon-Barcelona,1428.05.30,1428.06.22,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",11.46,86,519
Avignon-Barcelona,1428.06.10,1428.06.17,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",11.92,86,519
Barcelona-Avignon,1428.06.17,,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",11.92,86,519
Barcelona-Avignon,1428.09.19,,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",11.83,86,519
Barcelona-Avignon,1428.10.26,1428.11.12,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",11.75,86,519
Avignon-Barcelona,1428.12.17,,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",11.75,86,519
Avignon-Barcelona,1429.01.02,1429.01.10,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",12,86,519
Barcelona-Avignon,1429.01.21,,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",12.08,86,519
Barcelona-Avignon,1429.02.21,1429.03.27,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",12.83,86,519
Avignon-Barcelona,1429.02.27,1429.03.10,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",12.46,86,519
Avignon-Barcelona,1429.03.01,1429.03.17,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",12.46,86,519
Barcelona-Avignon,1429.03.10,1429.03.17,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",12.42,86,519
Barcelona-Avignon,1429.04.05,1429.04.13,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",12.63,86,519
Barcelona-Avignon,1429.05.10,1429.05.22,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",11.71,86,519
Avignon-Barcelona,1429.06.09,1429.06.23,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",12.67,86,519
Barcelona-Avignon,1429.06.12,1429.06.23,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",12.67,86,519
Avignon-Barcelona,1429.08.02,1429.08.12,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",12,86,519
Barcelona-Avignon,1429.08.08,1429.08.17,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",12,86,519
Barcelona-Avignon,1429.09.22,1429.10.02,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",11.78,86,519
Avignon-Barcelona,1429.10.13,1429.10.21,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",11.83,86,519
Barcelona-Avignon,1429.11.03,1429.11.17,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",11.67,86,519
Avignon-Barcelona,1429.11.21,,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",11.71,86,519
Barcelona-Avignon,1429.12.01,1429.12.17,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",11.61,86,519
Barcelona-Avignon,1430.01.02,1430.01.09,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",11.5,86,519
Barcelona-Avignon,1430.02.06,1430.02.27,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",11.71,86,519
Barcelona-Avignon,1430.03.05,1430.03.18,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",11.79,86,519
Avignon-Barcelona,1430.03.12,1430.03.27,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",11.79,86,519
Barcelona-Avignon,1430.04.28,1430.05.10,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",11.69,86,519
Barcelona-Avignon,1430.05.11,,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",11.78,86,519
Avignon-Barcelona,1430.05.16,1430.05.30,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",11.5,86,519
Avignon-Barcelona,1430.06.12,,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",11.67,86,519
Barcelona-Avignon,1430.06.24,1430.07.28,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",12.17,86,519
Avignon-Barcelona,1430.07.12,1430.07.24,Bill of exchange,"Papacy, franc of",1,"Barcelona, sueldo of",12.25,86,519
Avignon-Montpellier,1427.08.25,1427.08.27,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",29.27,86,519
Avignon-Montpellier,1427.08.31,1427.09.03,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",29.27,86,519
Montpellier-Avignon,1427.09.23,,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",29.15,86,519
Montpellier-Avignon,1427.10.05,,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",28.79,86,519
Avignon-Montpellier,1427.10.16,,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",28.29,86,519
Montpellier-Avignon,1427.11.01,,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",28.29,86,519
Avignon-Montpellier,1427.11.02,1427.11.06,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",28.56,86,519
Avignon-Montpellier,1427.12.02,,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",28.71,86,519
Montpellier-Avignon,1427.12.22,1427.12.24,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",28.56,86,519
Montpellier-Avignon,1428.01.03,1428.01.07,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",28.56,86,519
Avignon-Montpellier,1428.01.21,1428.01.28,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",28.56,86,519
Avignon-Montpellier,1428.02.01,1428.02.04,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",28.71,86,519
Montpellier-Avignon,1428.02.10,,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",28.25,86,519
Avignon-Montpellier,1428.03.05,1428.03.07,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",28.44,86,519
Avignon-Montpellier,1428.04.02,1428.04.06,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",28.08,86,519
Montpellier-Avignon,1428.04.22,1428.04.23,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",75.52,86,519
Avignon-Montpellier,1428.05.07,,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",27.52,86,519
Montpellier-Avignon,1428.05.10,1428.05.12,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",27.52,86,519
Avignon-Montpellier,1428.05.13,1428.05.24,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",27.78,86,519
Montpellier-Avignon,1428.06.06,1428.06.09,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",28.81,86,519
Avignon-Montpellier,1428.06.22,1428.06.25,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",28.77,86,519
Avignon-Montpellier,1428.07.08,,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",28.71,86,519
Avignon-Montpellier,1428.10.08,1428.10.10,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",29.42,86,519
Montpellier-Avignon,1429.01.26,1429.01.30,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",29.21,86,519
Montpellier-Avignon,1429.02.15,1429.02.17,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",27.52,86,519
Montpellier-Avignon,1429.03.29,1429.04.01,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",27.4,86,519
Avignon-Montpellier,1429.05.10,1429.05.12,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",26.75,86,519
Montpellier-Avignon,1429.05.19,1429.05.22,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",26.54,86,519
Montpellier-Avignon,1429.06.12,1429.06.15,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",32.42,86,519
Montpellier-Avignon,1429.07.08,1429.07.10,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",26.81,86,519
Montpellier-Avignon,1429.08.26,1429.08.28,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",29.78,86,519
Montpellier-Avignon,1429.10.05,1429.10.09,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",28.36,86,519
Montpellier-Avignon,1429.10.05,1429.10.09,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",31.21,86,519
Montpellier-Avignon,1429.10.19,1429.10.21,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",30.44,86,519
Montpellier-Avignon,1430.02.12,1430.02.14,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",31.58,86,519
Montpellier-Avignon,1430.03.03,1430.03.06,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",30.75,86,519
Avignon-Montpellier,1430.04.09,1430.04.13,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",31.04,86,519
Montpellier-Avignon,1430.06.05,1430.06.14,Bill of exchange,"Papacy, franc of",1,"France, tournois, sou of",30.58,86,519
Bruges-Avignon,1428.03.12,1428.04.08,Bill of exchange,"Papacy, florin of 12 gros (fiorino pitteto) of",1,"Flanders, groot of",29.83,85,519
Avignon-Bruges,1429.11.13,1429.11.27,Bill of exchange,"Papacy, florin of 12 gros (fiorino pitteto) of",1,"Flanders, groot of",31.83,85,519
Bruges-Avignon,1430.04.20,1430.05.16,Bill of exchange,"Papacy, florin of 12 gros (fiorino pitteto) of",1,"Flanders, groot of",32,85,519
Avignon-Bruges,1431.01.31,,Bill of exchange,"Papacy, florin of 12 gros (fiorino pitteto) of",1,"Flanders, groot of",32.5,85,519
Avignon-Bruges,1431.05.07,1431.07.11,Bill of exchange,"Papacy, florin of 12 gros (fiorino pitteto) of",1,"Flanders, groot of",31.88,85,519
Avignon-Bruges,1431.06.09,,Bill of exchange,"Papacy, florin of 12 gros (fiorino pitteto) of",1,"Flanders, groot of",31.83,85,519
Eichstatt-Curia,1376.08,uncertain,Bill of exchange,"Papacy, curial florin of",100,"Hungary, ducat of",102,87,472
Rome (uncertain),1494,,Recalculated,"Papacy, cameral florin of",100,"Venice, ducat of",102.5,87,360
Rome,1494,,Manual,"Papacy, cameral florin of",100,"Rhineland, rheingulden of",128.25,87,360
Curia,1275,,Bill of exchange,"Florence, florin of",1,"Vienne, sou of",12.5,88,439
Curia,1276,,Bill of exchange,"Florence, florin of",1,"Vienne, sou of",12,88,439
Curia,1276,,Bill of exchange,"Florence, florin of",1,"Vienne, sou of",13,88,439
Curia,1277,,Bill of exchange,"Florence, florin of",1,"Vienne, sou of",12.5,88,439
Curia,1277,,Bill of exchange,"Florence, florin of",1,"Vienne, sou of",13,88,439
Curia,1280,,Bill of exchange,"Florence, florin of",1,"Vienne, sou of",13.5,88,439
Piedmont,1294,,Accounting,"Florence, florin of",1,"Vienne, sou of",12.67,88,110
Piedmont,1297,,Accounting,"Florence, florin of",1,"Vienne, sou of",16.5,88,110
Piedmont,1298,,Accounting,"Florence, florin of",1,"Vienne, sou of",18,88,110
Curia,1316,,Manual,"Florence, florin of",1,"Vienne, sou of",17.92,88,439
Avignon,1316.12,,Manual,"Florence, florin of",1,"Vienne, sou of",17.5,88,439
Avignon,1317.01,,Manual,"Florence, florin of",1,"Vienne, sou of",17.67,88,439
Avignon,1317.03,,Manual,"Florence, florin of",1,"Vienne, sou of",17.92,88,439
Avignon,1317.06,,Manual,"Florence, florin of",1,"Vienne, sou of",18,88,439
Avignon,1317.09,,Manual,"Florence, florin of",1,"Vienne, sou of",18.5,88,439
Avignon,1318.02.03,,Manual,"Florence, florin of",1,"Vienne, sou of",18.75,88,439
Avignon,1318.03.31,,Manual,"Florence, florin of",1,"Vienne, sou of",19,88,439
Avignon,1318.05.05,,Manual,"Florence, florin of",1,"Vienne, sou of",19.5,88,439
Avignon,1318.09.08,,Manual,"Florence, florin of",1,"Vienne, sou of",19.25,88,439
Avignon,1318.11.10,,Manual,"Florence, florin of",1,"Vienne, sou of",20,88,439
Avignon,1319.01,,Manual,"Florence, florin of",1,"Vienne, sou of",20,88,439
Avignon,1319.03.09,,Manual,"Florence, florin of",1,"Vienne, sou of",20.5,88,439
Avignon,1319.06.22,,Manual,"Florence, florin of",1,"Vienne, sou of",21,88,439
Avignon,1319.08.24,,Manual,"Florence, florin of",1,"Vienne, sou of",21,88,439
Avignon,1319.09,,Manual,"Florence, florin of",1,"Vienne, sou of",21.5,88,439
Avignon,1319.09.07,,Manual,"Florence, florin of",1,"Vienne, sou of",21.5,88,439
Avignon,1320,,Manual,"Florence, florin of",1,"Vienne, sou of",19.38,88,439
Avignon,1320,,Manual,"Florence, florin of",1,"Vienne, sou of",21.25,88,439
Avignon,1321.08.16,,Manual,"Florence, florin of",1,"Vienne, sou of",21.5,88,439
Avignon,1321.09.18,,Manual,"Florence, florin of",1,"Vienne, sou of",21.67,88,439
Avignon,1322.01.22,,Manual,"Florence, florin of",1,"Vienne, sou of",21.83,88,439
Avignon,1322.03,1323.04,Manual,"Florence, florin of",1,"Vienne, sou of",22,88,439
Avignon,1322.03.12,,Manual,"Florence, florin of",1,"Vienne, sou of",22,88,439
Avignon,1322.10.13,,Manual,"Florence, florin of",1,"Vienne, sou of",22,88,439
Avignon,1323.05.14,,Manual,"Florence, florin of",1,"Vienne, sou of",21,88,439
Avignon,1323.07,,Manual,"Florence, florin of",1,"Vienne, sou of",21.5,88,439
Avignon,1323.07,,Manual,"Florence, florin of",1,"Vienne, sou of",22,88,439
Avignon,1323.08.19,,Manual,"Florence, florin of",1,"Vienne, sou of",22,88,439
Avignon,1324,,Manual,"Florence, florin of",1,"Vienne, sou of",22.25,88,439
Avignon,1324.01.10,,Manual,"Florence, florin of",1,"Vienne, sou of",18,88,439
Avignon,1324.05,,Manual,"Florence, florin of",1,"Vienne, sou of",22.5,88,439
Avignon,1324.05.12,,Manual,"Florence, florin of",1,"Vienne, sou of",22.5,88,439
Avignon,1324.06,,Manual,"Florence, florin of",1,"Vienne, sou of",22.5,88,439
Avignon,1324.09,,Manual,"Florence, florin of",1,"Vienne, sou of",22.5,88,439
Avignon,1325,,Manual,"Florence, florin of",1,"Vienne, sou of",23,88,439
Avignon,1325,,Manual,"Florence, florin of",1,"Vienne, sou of",22.5,88,439
Avignon,1326,,Manual,"Florence, florin of",1,"Vienne, sou of",24,88,439
Avignon,1326.07,,Manual,"Florence, florin of",1,"Vienne, sou of",23,88,439
Avignon,1326.07,,Manual,"Florence, florin of",1,"Vienne, sou of",24,88,439
Avignon,1326.11,,Manual,"Florence, florin of",1,"Vienne, sou of",23.5,88,439
Avignon,1326.11,,Manual,"Florence, florin of",1,"Vienne, sou of",24,88,439
Avignon,1326.11,,Manual,"Florence, florin of",1,"Vienne, sou of",23,88,439
Avignon,1326.12,,Manual,"Florence, florin of",1,"Vienne, sou of",24.5,88,439
Avignon,1327,,Manual,"Florence, florin of",1,"Vienne, sou of",25.5,88,439
Avignon,1327.03,,Manual,"Florence, florin of",1,"Vienne, sou of",25,88,439
Avignon,1327.06,,Manual,"Florence, florin of",1,"Vienne, sou of",26,88,439
Avignon,1327.07,,Manual,"Florence, florin of",1,"Vienne, sou of",26.5,88,439
Curia,1328,,Manual,"Florence, florin of",1,"Vienne, sou of",31,88,439
Curia,1328,,Manual,"Florence, florin of",1,"Vienne, sou of",31.5,88,439
Lyons,1328,1328,Commercial,"Florence, florin of",1,"Vienne, sou of",28,88,439
Curia,1329,,Manual,"Florence, florin of",1,"Vienne, sou of",33,88,439
Curia,1329,,Manual,"Florence, florin of",1,"Vienne, sou of",32,88,439
Avignon,1330.04,,Manual,"Florence, florin of",1,"Vienne, sou of",30.58,88,439
Avignon,1330.07,,Manual,"Florence, florin of",1,"Vienne, sou of",31,88,439
Curia,1333,,Manual,"Florence, florin of",1,"Vienne, sou of",22,89,439
Curia,1333,,Manual,"Florence, florin of",1,"Vienne, sou of",25.17,89,439
