date,price,currency,silver_oz_per_gold_oz
1969-12-01,35.17,USD,
1970-01-01,34.94,USD,20.54
1970-02-01,34.99,USD,
1970-03-01,35.09,USD,
1970-04-01,35.62,USD,
1970-05-01,35.95,USD,
1970-06-01,35.42,USD,
1970-07-01,35.32,USD,
1970-08-01,35.38,USD,
1970-09-01,36.19,USD,
1970-10-01,37.52,USD,
1970-11-01,37.44,USD,
1970-12-01,37.44,USD,
1971-01-01,37.88,USD,26.66
1971-02-01,38.74,USD,
1971-03-01,38.87,USD,
1971-04-01,39.01,USD,
1971-05-01,40.52,USD,
1971-06-01,40.1,USD,
1971-07-01,40.95,USD,
1971-08-01,42.71,USD,
1971-09-01,42.03,USD,
1971-10-01,42.5,USD,
1971-11-01,42.86,USD,
1971-12-01,43.48,USD,
1972-01-01,45.75,USD,34.75
1972-02-01,48.26,USD,
1972-03-01,48.33,USD,
1972-04-01,49.03,USD,
1972-05-01,54.62,USD,
1972-06-01,62.09,USD,
1972-07-01,65.66,USD,
1972-08-01,67.03,USD,
1972-09-01,65.46,USD,
1972-10-01,64.86,USD,
1972-11-01,62.91,USD,
1972-12-01,63.91,USD,
1973-01-01,65.14,USD,38.21
1973-02-01,74.2,USD,
1973-03-01,84.37,USD,
1973-04-01,90.5,USD,
1973-05-01,101.96,USD,
1973-06-01,120.12,USD,
1973-07-01,120.17,USD,
1973-08-01,106.76,USD,
1973-09-01,102.97,USD,
1973-10-01,100.08,USD,
1973-11-01,94.92,USD,
1973-12-01,106.72,USD,
1974-01-01,129.19,USD,33.9
1974-02-01,150.13,USD,
1974-03-01,168.42,USD,
1974-04-01,172.24,USD,
1974-05-01,163.27,USD,
1974-06-01,154.1,USD,
1974-07-01,142.98,USD,
1974-08-01,154.64,USD,
1974-09-01,151.75,USD,
1974-10-01,158.78,USD,
1974-11-01,181.66,USD,
1974-12-01,183.78,USD,
1975-01-01,176.27,USD,36.51
1975-02-01,179.6,USD,
1975-03-01,178.16,USD,
1975-04-01,169.84,USD,
1975-05-01,167.39,USD,
1975-06-01,164.24,USD,
1975-07-01,165.17,USD,
1975-08-01,163.0,USD,
1975-09-01,144.17,USD,
1975-10-01,142.79,USD,
1975-11-01,142.42,USD,
1975-12-01,139.3,USD,
1976-01-01,131.05,USD,28.76
1976-02-01,131.06,USD,
1976-03-01,132.76,USD,
1976-04-01,127.94,USD,
1976-05-01,126.92,USD,
1976-06-01,125.71,USD,
1976-07-01,117.73,USD,
1976-08-01,109.93,USD,
1976-09-01,114.15,USD,
1976-10-01,116.15,USD,
1976-11-01,130.46,USD,
1976-12-01,133.93,USD,
1977-01-01,132.26,USD,32.05
1977-02-01,136.24,USD,
1977-03-01,148.23,USD,
1977-04-01,149.17,USD,
1977-05-01,146.61,USD,
1977-06-01,140.78,USD,
1977-07-01,143.39,USD,
1977-08-01,144.94,USD,
1977-09-01,149.53,USD,
1977-10-01,158.95,USD,
1977-11-01,162.1,USD,
1977-12-01,160.45,USD,
1978-01-01,173.18,USD,35.8
1978-02-01,178.14,USD,
1978-03-01,183.61,USD,
1978-04-01,175.28,USD,
1978-05-01,176.31,USD,
1978-06-01,183.75,USD,
1978-07-01,188.73,USD,
1978-08-01,206.3,USD,
1978-09-01,212.08,USD,
1978-10-01,227.44,USD,
1978-11-01,206.2,USD,
1978-12-01,207.85,USD,
1979-01-01,227.28,USD,27.69
1979-02-01,245.67,USD,
1979-03-01,242.05,USD,
1979-04-01,239.11,USD,
1979-05-01,257.59,USD,
1979-06-01,279.07,USD,
1979-07-01,294.74,USD,
1979-08-01,300.82,USD,
1979-09-01,354.95,USD,
1979-10-01,391.66,USD,
1979-11-01,391.99,USD,
1979-12-01,455.08,USD,
1980-01-01,675.31,USD,29.66
1980-02-01,665.32,USD,
1980-03-01,553.58,USD,
1980-04-01,517.41,USD,
1980-05-01,513.8,USD,
1980-06-01,600.72,USD,
1980-07-01,643.27,USD,
1980-08-01,627.15,USD,
1980-09-01,673.63,USD,
1980-10-01,661.15,USD,
1980-11-01,624.77,USD,
1980-12-01,538.26,USD,
1981-01-01,557.39,USD,43.65
1981-02-01,499.76,USD,
1981-03-01,499.11,USD,
1981-04-01,495.8,USD,
1981-05-01,479.7,USD,
1981-06-01,461.09,USD,
1981-07-01,409.07,USD,
1981-08-01,410.16,USD,
1981-09-01,443.75,USD,
1981-10-01,437.76,USD,
1981-11-01,413.37,USD,
1981-12-01,410.09,USD,
1982-01-01,384.14,USD,47.24
1982-02-01,374.13,USD,
1982-03-01,330.25,USD,
1982-04-01,350.3,USD,
1982-05-01,333.71,USD,
1982-06-01,314.98,USD,
1982-07-01,338.97,USD,
1982-08-01,364.23,USD,
1982-09-01,437.31,USD,
1982-10-01,422.15,USD,
1982-11-01,414.89,USD,
1982-12-01,444.5,USD,
1983-01-01,481.29,USD,37.03
1983-02-01,491.09,USD,
1983-03-01,419.7,USD,
1983-04-01,432.88,USD,
1983-05-01,438.01,USD,
1983-06-01,412.84,USD,
1983-07-01,402.91,USD,
1983-08-01,416.2,USD,
1983-09-01,411.8,USD,
1983-10-01,393.6,USD,
1983-11-01,381.7,USD,
1983-12-01,388.34,USD,
1984-01-01,370.89,USD,44.26
1984-02-01,385.96,USD,
1984-03-01,394.26,USD,
1984-04-01,381.37,USD,
1984-05-01,377.4,USD,
1984-06-01,377.7,USD,
1984-07-01,347.71,USD,
1984-08-01,347.7,USD,
1984-09-01,340.2,USD,
1984-10-01,341.0,USD,
1984-11-01,342.0,USD,
1984-12-01,319.54,USD,
1985-01-01,302.79,USD,51.68
1985-02-01,299.1,USD,
1985-03-01,313.5,USD,
1985-04-01,326.8,USD,
1985-05-01,316.0,USD,
1985-06-01,316.5,USD,
1985-07-01,317.2,USD,
1985-08-01,330.4,USD,
1985-09-01,323.35,USD,
1985-10-01,325.85,USD,
1985-11-01,321.5,USD,
1985-12-01,321.9,USD,
1986-01-01,347.48,USD,67.25
1986-02-01,338.89,USD,
1986-03-01,345.7,USD,
1986-04-01,340.44,USD,
1986-05-01,342.4,USD,
1986-06-01,342.7,USD,
1986-07-01,348.34,USD,
1986-08-01,376.66,USD,
1986-09-01,417.73,USD,
1986-10-01,423.51,USD,
1986-11-01,397.56,USD,
1986-12-01,390.92,USD,
1987-01-01,408.26,USD,63.84
1987-02-01,401.12,USD,
1987-03-01,408.91,USD,
1987-04-01,438.35,USD,
1987-05-01,460.23,USD,
1987-06-01,449.59,USD,
1987-07-01,450.52,USD,
1987-08-01,461.15,USD,
1987-09-01,460.38,USD,
1987-10-01,465.35,USD,
1987-11-01,467.57,USD,
1987-12-01,486.24,USD,
1988-01-01,476.58,USD,66.95
1988-02-01,442.07,USD,
1988-03-01,443.61,USD,
1988-04-01,451.55,USD,
1988-05-01,451.07,USD,
1988-06-01,451.33,USD,
1988-07-01,437.63,USD,
1988-08-01,431.28,USD,
1988-09-01,413.46,USD,
1988-10-01,406.78,USD,
1988-11-01,420.17,USD,
1988-12-01,419.05,USD,
1989-01-01,404.01,USD,69.49
1989-02-01,387.51,USD,
1989-03-01,390.15,USD,
1989-04-01,384.4,USD,
1989-05-01,371.05,USD,
1989-06-01,367.6,USD,
1989-07-01,375.04,USD,
1989-08-01,365.14,USD,
1989-09-01,361.75,USD,
1989-10-01,366.88,USD,
1989-11-01,394.26,USD,
1989-12-01,409.39,USD,
1990-01-01,410.11,USD,79.78
1990-02-01,416.81,USD,
1990-03-01,393.06,USD,
1990-04-01,374.24,USD,
1990-05-01,369.05,USD,
1990-06-01,352.33,USD,
1990-07-01,362.53,USD,
1990-08-01,394.73,USD,
1990-09-01,389.32,USD,
1990-10-01,380.74,USD,
1990-11-01,381.73,USD,
1990-12-01,376.95,USD,
1991-01-01,383.64,USD,89.83
1991-02-01,363.83,USD,
1991-03-01,363.34,USD,
1991-04-01,358.38,USD,
1991-05-01,356.95,USD,
1991-06-01,366.72,USD,
1991-07-01,367.69,USD,
1991-08-01,356.31,USD,
1991-09-01,348.74,USD,
1991-10-01,358.69,USD,
1991-11-01,360.17,USD,
1991-12-01,361.73,USD,
1992-01-01,354.45,USD,87.47
1992-02-01,353.91,USD,
1992-03-01,344.34,USD,
1992-04-01,338.62,USD,
1992-05-01,337.24,USD,
1992-06-01,340.81,USD,
1992-07-01,352.72,USD,
1992-08-01,343.06,USD,
1992-09-01,345.43,USD,
1992-10-01,344.38,USD,
1992-11-01,335.02,USD,
1992-12-01,334.82,USD,
1993-01-01,329.01,USD,83.85
1993-02-01,329.31,USD,
1993-03-01,330.08,USD,
1993-04-01,342.15,USD,
1993-05-01,367.18,USD,
1993-06-01,371.89,USD,
1993-07-01,392.19,USD,
1993-08-01,378.84,USD,
1993-09-01,355.28,USD,
1993-10-01,364.18,USD,
1993-11-01,373.83,USD,
1993-12-01,383.3,USD,
1994-01-01,386.88,USD,72.79
1994-02-01,381.91,USD,
1994-03-01,384.13,USD,
1994-04-01,377.27,USD,
1994-05-01,381.43,USD,
1994-06-01,385.64,USD,
1994-07-01,385.49,USD,
1994-08-01,380.36,USD,
1994-09-01,391.58,USD,
1994-10-01,389.77,USD,
1994-11-01,384.39,USD,
1994-12-01,379.29,USD,
1995-01-01,378.55,USD,74.78
1995-02-01,376.64,USD,
1995-03-01,382.12,USD,
1995-04-01,391.03,USD,
1995-05-01,385.22,USD,
1995-06-01,387.56,USD,
1995-07-01,386.23,USD,
1995-08-01,383.67,USD,
1995-09-01,383.06,USD,
1995-10-01,383.14,USD,
1995-11-01,385.31,USD,
1995-12-01,387.44,USD,
1996-01-01,399.45,USD,74.89
1996-02-01,404.76,USD,
1996-03-01,396.21,USD,
1996-04-01,392.85,USD,
1996-05-01,391.93,USD,
1996-06-01,385.27,USD,
1996-07-01,383.47,USD,
1996-08-01,387.35,USD,
1996-09-01,383.14,USD,
1996-10-01,381.07,USD,
1996-11-01,377.85,USD,
1996-12-01,369.0,USD,
1997-01-01,355.11,USD,67.91
1997-02-01,346.58,USD,
1997-03-01,351.81,USD,
1997-04-01,344.47,USD,
1997-05-01,343.84,USD,
1997-06-01,340.76,USD,
1997-07-01,324.1,USD,
1997-08-01,324.01,USD,
1997-09-01,322.82,USD,
1997-10-01,324.87,USD,
1997-11-01,306.04,USD,
1997-12-01,288.74,USD,
1998-01-01,289.1,USD,53.24
1998-02-01,297.49,USD,
1998-03-01,295.94,USD,
1998-04-01,308.29,USD,
1998-05-01,299.1,USD,
1998-06-01,292.32,USD,
1998-07-01,292.87,USD,
1998-08-01,284.11,USD,
1998-09-01,288.98,USD,
1998-10-01,295.93,USD,
1998-11-01,294.12,USD,
1998-12-01,291.68,USD,
1999-01-01,287.08,USD,53.26
1999-02-01,287.33,USD,
1999-03-01,285.96,USD,
1999-04-01,282.62,USD,
1999-05-01,276.44,USD,
1999-06-01,261.31,USD,
1999-07-01,256.08,USD,
1999-08-01,256.69,USD,
1999-09-01,264.74,USD,
1999-10-01,310.72,USD,
1999-11-01,293.18,USD,
1999-12-01,283.07,USD,
2000-01-01,284.32,USD,55.96
2000-02-01,299.86,USD,
2000-03-01,286.39,USD,
2000-04-01,279.69,USD,
2000-05-01,275.19,USD,
2000-06-01,285.73,USD,
2000-07-01,281.59,USD,
2000-08-01,274.47,USD,
2000-09-01,273.68,USD,
2000-10-01,270.0,USD,
2000-11-01,266.01,USD,
2000-12-01,271.45,USD,
2001-01-01,265.49,USD,61.95
2001-02-01,261.87,USD,
2001-03-01,263.03,USD,
2001-04-01,260.48,USD,
2001-05-01,272.36,USD,
2001-06-01,270.23,USD,
2001-07-01,267.53,USD,
2001-08-01,272.39,USD,
2001-09-01,283.42,USD,
2001-10-01,283.06,USD,
2001-11-01,276.16,USD,
2001-12-01,275.85,USD,
2002-01-01,281.51,USD,67.32
2002-02-01,295.5,USD,
2002-03-01,294.06,USD,
2002-04-01,302.68,USD,
2002-05-01,314.49,USD,
2002-06-01,321.18,USD,
2002-07-01,313.29,USD,
2002-08-01,310.26,USD,
2002-09-01,319.14,USD,
2002-10-01,316.56,USD,
2002-11-01,319.07,USD,
2002-12-01,331.92,USD,
2003-01-01,356.859,USD,74.22
2003-02-01,358.97,USD,
2003-03-01,340.55,USD,
2003-04-01,328.18,USD,
2003-05-01,355.683,USD,
2003-06-01,356.352,USD,
2003-07-01,351.02,USD,
2003-08-01,359.768,USD,
2003-09-01,378.945,USD,
2003-10-01,378.92,USD,
2003-11-01,389.91,USD,
2003-12-01,406.953,USD,
2004-01-01,413.788,USD,61.3
2004-02-01,404.878,USD,
2004-03-01,406.667,USD,
2004-04-01,403.26,USD,
2004-05-01,383.779,USD,
2004-06-01,392.373,USD,
2004-07-01,398.091,USD,
2004-08-01,400.51,USD,
2004-09-01,405.275,USD,
2004-10-01,420.464,USD,
2004-11-01,439.375,USD,
2004-12-01,442.079,USD,
2005-01-01,424.03,USD,60.7
2005-02-01,423.35,USD,
2005-03-01,433.85,USD,
2005-04-01,429.233,USD,
2005-05-01,421.873,USD,
2005-06-01,430.657,USD,
2005-07-01,424.479,USD,
2005-08-01,437.93,USD,
2005-09-01,456.048,USD,
2005-10-01,469.898,USD,
2005-11-01,476.666,USD,
2005-12-01,510.097,USD,
2006-01-01,549.864,USD,52.2
2006-02-01,554.995,USD,
2006-03-01,557.093,USD,
2006-04-01,610.653,USD,
2006-05-01,675.393,USD,
2006-06-01,596.145,USD,
2006-07-01,633.71,USD,
2006-08-01,632.593,USD,
2006-09-01,598.186,USD,
2006-10-01,585.78,USD,
2006-11-01,627.827,USD,
2006-12-01,629.791,USD,
2007-01-01,631.166,USD,51.91
2007-02-01,664.745,USD,
2007-03-01,654.895,USD,
2007-04-01,679.368,USD,
2007-05-01,667.31,USD,
2007-06-01,655.66,USD,
2007-07-01,665.38,USD,
2007-08-01,665.411,USD,
2007-09-01,712.653,USD,
2007-10-01,754.604,USD,
2007-11-01,806.248,USD,
2007-12-01,803.203,USD,
2008-01-01,889.595,USD,58.17
2008-02-01,922.298,USD,
2008-03-01,968.434,USD,
2008-04-01,909.705,USD,
2008-05-01,888.663,USD,
2008-06-01,889.488,USD,
2008-07-01,939.772,USD,
2008-08-01,839.025,USD,
2008-09-01,829.932,USD,
2008-10-01,806.62,USD,
2008-11-01,760.863,USD,
2008-12-01,816.092,USD,
2009-01-01,858.69,USD,66.27
2009-02-01,943.0,USD,
2009-03-01,924.273,USD,
2009-04-01,890.2,USD,
2009-05-01,928.645,USD,
2009-06-01,945.67,USD,
2009-07-01,934.228,USD,
2009-08-01,949.375,USD,
2009-09-01,996.591,USD,
2009-10-01,1043.159,USD,
2009-11-01,1127.036,USD,
2009-12-01,1134.724,USD,
2010-01-01,1117.963,USD,60.64
2010-02-01,1095.413,USD,
2010-03-01,1113.337,USD,
2010-04-01,1148.688,USD,
2010-05-01,1205.434,USD,
2010-06-01,1232.92,USD,
2010-07-01,1192.966,USD,
2010-08-01,1215.81,USD,
2010-09-01,1270.977,USD,
2010-10-01,1342.024,USD,
2010-11-01,1369.886,USD,
2010-12-01,1390.553,USD,
2011-01-01,1360.46,USD,44.75
2011-02-01,1374.68,USD,
2011-03-01,1423.26,USD,
2011-04-01,1480.89,USD,
2011-05-01,1512.58,USD,
2011-06-01,1529.36,USD,
2011-07-01,1572.75,USD,
2011-08-01,1759.01,USD,
2011-09-01,1772.14,USD,
2011-10-01,1666.43,USD,
2011-11-01,1739.0,USD,
2011-12-01,1639.97,USD,
2012-01-01,1654.05,USD,53.58
2012-02-01,1744.82,USD,
2012-03-01,1675.95,USD,
2012-04-01,1649.2,USD,
2012-05-01,1589.04,USD,
2012-06-01,1598.76,USD,
2012-07-01,1594.29,USD,
2012-08-01,1630.31,USD,
2012-09-01,1744.81,USD,
2012-10-01,1746.58,USD,
2012-11-01,1721.64,USD,
2012-12-01,1684.762,USD,
2013-01-01,1671.84782608696,USD,59.31
2013-02-01,1627.57,USD,
2013-03-01,1593.08619047619,USD,
2013-04-01,1487.85727272727,USD,
2013-05-01,1414.02695652174,USD,
2013-06-01,1343.35,USD,
2013-07-01,1285.51565217391,USD,
2013-08-01,1351.74181818182,USD,
2013-09-01,1348.6,USD,
2013-10-01,1316.58,USD,
2013-11-01,1275.86,USD,
2013-12-01,1221.5119047619,USD,
2014-01-01,1244.27,USD,66.38
2014-02-01,1299.58,USD,
2014-03-01,1336.08,USD,
2014-04-01,1298.45,USD,
2014-05-01,1288.74,USD,
2014-06-01,1279.1,USD,
2014-07-01,1310.59,USD,
2014-08-01,1295.13,USD,
2014-09-01,1236.55,USD,
2014-10-01,1222.49,USD,
2014-11-01,1175.33,USD,
2014-12-01,1200.62,USD,
2015-01-01,1250.75,USD,73.98
2015-02-01,1227.08,USD,
2015-03-01,1178.63,USD,
2015-04-01,1198.93,USD,
2015-05-01,1198.63,USD,
2015-06-01,1181.5,USD,
2015-07-01,1128.31,USD,
2015-08-01,1117.93,USD,
2015-09-01,1124.77,USD,
2015-10-01,1159.25,USD,
2015-11-01,1086.44,USD,
2015-12-01,1075.74,USD,
2016-01-01,1097.91,USD,72.96
2016-02-01,1199.5,USD,
2016-03-01,1245.14,USD,
2016-04-01,1242.26,USD,
2016-05-01,1260.95,USD,
2016-06-01,1276.4,USD,
2016-07-01,1336.66,USD,
2016-08-01,1340.17,USD,
2016-09-01,1326.61,USD,
2016-10-01,1266.55,USD,
2016-11-01,1238.35,USD,
2016-12-01,1157.36,USD,
2017-01-01,1192.1,USD,73.76
2017-02-01,1234.2,USD,
2017-03-01,1231.42,USD,
2017-04-01,1266.88,USD,
2017-05-01,1246.04,USD,
2017-06-01,1260.26,USD,
2017-07-01,1236.84,USD,
2017-08-01,1283.04,USD,
2017-09-01,1314.07,USD,
2017-10-01,1279.51,USD,
2017-11-01,1281.9,USD,
2017-12-01,1264.45,USD,
2018-01-01,1331.3,USD,80.77
2018-02-01,1330.73,USD,
2018-03-01,1324.66,USD,
2018-04-01,1334.76,USD,
2018-05-01,1303.45,USD,
2018-06-01,1281.57,USD,
2018-07-01,1237.71,USD,
2018-08-01,1201.71,USD,
2018-09-01,1198.39,USD,
2018-10-01,1215.39,USD,
2018-11-01,1220.65,USD,
2018-12-01,1250.4,USD,
2019-01-01,1291.75,USD,85.97
2019-02-01,1320.07,USD,
2019-03-01,1300.9,USD,
2019-04-01,1285.91,USD,
2019-05-01,1283.7,USD,
2019-06-01,1359.04,USD,
2019-07-01,1412.89,USD,
2019-08-01,1500.41,USD,
2019-09-01,1510.58,USD,
2019-10-01,1494.81,USD,
2019-11-01,1470.79,USD,
2019-12-01,1479.13,USD,
2020-01-01,1560.67,USD,86.3
2020-02-01,1597.1,USD,
2020-03-01,1591.93,USD,
2020-04-01,1683.17,USD,
2020-05-01,1715.91,USD,
2020-06-01,1732.22,USD,
2020-07-01,1846.51,USD,
2020-08-01,1968.63,USD,
2020-09-01,1921.92,USD,
2020-10-01,1900.27,USD,
2020-11-01,1866.3,USD,
2020-12-01,1858.42,USD,
2021-01-01,1866.98,USD,71.58
2021-01-01,1866.98,USD,71.58
2021-02-01,1808.17,USD,
2021-03-01,1718.23,USD,
2021-04-01,1760.04,USD,
2021-05-01,1850.26,USD,
2021-06-01,1834.57,USD,
2021-07-01,1807.84,USD,
2021-08-01,1785.28,USD,
2021-09-01,1775.14,USD,
2021-10-01,1776.85,USD,
2021-11-01,1821.76,USD,
2021-12-01,1790.43,USD,
2022-01-01,1816.02,USD,82.93
2022-02-01,1856.3,USD,
2022-03-01,1947.83,USD,
2022-04-01,1936.86,USD,
2022-05-01,1848.5,USD,
2022-06-01,1836.57,USD,
2022-07-01,1732.74,USD,
2022-08-01,1764.56,USD,
2022-09-01,1680.78,USD,
2022-10-01,1664.45,USD,
2022-11-01,1725.07,USD,
2022-12-01,1797.55,USD,
2023-01-01,1897.71,USD,80.25
2023-02-01,1854.54,USD,
2023-03-01,1912.73,USD,
2023-04-01,1999.77,USD,
2023-05-01,1992.13,USD,
2023-06-01,1942.9,USD,
2023-07-01,1951.02,USD,
2023-08-01,1918.7,USD,
2023-09-01,1915.95,USD,
2023-10-01,1916.25,USD,
2023-11-01,1984.11,USD,
2023-12-01,2026.18,USD,
2024-01-01,2034.04,USD,84.62
2024-02-01,2023.24,USD,
2024-03-01,2158.01,USD,
2024-04-01,2331.45,USD,
2024-05-01,2351.13,USD,
2024-06-01,2326.44,USD,
2024-07-01,2398.2,USD,
2024-08-01,2470.15,USD,
2024-09-01,2570.55,USD,
2024-10-01,2690.08,USD,
2024-11-01,2651.13,USD,
2024-12-01,2648.01,USD,
2025-01-02,2658.89990234375,USD,89.76098594381533
2025-01-03,2645.0,USD,88.74052276941444
2025-01-06,2638.39990234375,USD,86.95537487994991
2025-01-07,2656.699951171875,USD,87.25654111192279
2025-01-08,2664.5,USD,87.49835903627407
2025-01-09,2683.800048828125,USD,87.16183355228827
2025-01-10,2708.5,USD,87.11524346470365
2025-01-13,2673.5,USD,88.84716477512225
2025-01-14,2677.5,USD,88.85902040062929
2025-01-15,2712.5,USD,86.60876716546765
2025-01-16,2746.39990234375,USD,87.12368238625324
2025-01-17,2744.300048828125,USD,88.66595683134739
2025-01-21,2755.0,USD,87.98824462648655
2025-01-22,2767.60009765625,USD,88.59438744094066
2025-01-23,2763.10009765625,USD,90.0824851633736
2025-01-24,2777.300048828125,USD,89.52390112577402
2025-01-27,2737.5,USD,90.4839038220672
2025-01-28,2766.800048828125,USD,90.04458988527291
2025-01-29,2769.10009765625,USD,88.64524043014808
2025-01-30,2823.0,USD,87.22655229332105
2025-01-31,2812.5,USD,87.54046763764458
2025-02-03,2833.89990234375,USD,87.48765287289397
2025-02-04,2853.300048828125,USD,86.75808825303385
2025-02-05,2871.60009765625,USD,87.39690883770554
2025-02-06,2856.0,USD,87.82827551830927
2025-02-07,2867.300048828125,USD,88.67481459756742
2025-02-10,2914.300048828125,USD,89.96975187037
2025-02-11,2912.5,USD,90.36331764459985
2025-02-12,2909.0,USD,88.97385004290149
2025-02-13,2925.89990234375,USD,89.6140816417615
2025-02-14,2883.60009765625,USD,87.91196039813528
2025-02-18,2931.60009765625,USD,87.99111503148897
2025-02-19,2919.39990234375,USD,88.48543326291603
2025-02-20,2940.0,USD,87.90814431700905
2025-02-21,2937.60009765625,USD,89.08296769457344
2025-02-24,2947.89990234375,USD,90.49577385421192
2025-02-25,2904.5,USD,91.33360415232326
2025-02-26,2916.800048828125,USD,90.43500442936843
2025-02-27,2883.199951171875,USD,90.66381237126176
2025-02-28,2836.800048828125,USD,90.86774276264168
2025-03-03,2890.199951171875,USD,90.22851574199682
2025-03-04,2909.60009765625,USD,90.61915855205942
2025-03-05,2915.300048828125,USD,88.72420406597622
2025-03-06,2916.60009765625,USD,88.2134144477146
2025-03-07,2904.699951171875,USD,89.24357629388592
2025-03-10,2891.0,USD,89.57396942899983
2025-03-11,2912.89990234375,USD,88.57029491293285
2025-03-12,2939.10009765625,USD,87.77625122043194
2025-03-13,2984.300048828125,USD,87.6420711238127
2025-03-14,2994.5,USD,87.59177394747128
2025-03-17,3000.0,USD,88.043666269419
2025-03-18,3035.10009765625,USD,87.77293222913514
2025-03-19,3035.89990234375,USD,89.35688119769037
2025-03-20,3040.0,USD,89.97809930610354
2025-03-21,3018.199951171875,USD,90.6638590617793
2025-03-24,3013.10009765625,USD,90.57869090458728
2025-03-25,3023.699951171875,USD,88.92712337127612
2025-03-26,3020.89990234375,USD,88.76384151762021
2025-03-27,3060.199951171875,USD,87.69235198931706
2025-03-28,3086.5,USD,89.09190365654425
2025-03-31,3122.800048828125,USD,90.62889927879785
2025-04-01,3118.89990234375,USD,91.30803372452276
2025-04-02,3139.89990234375,USD,91.01422801670024
2025-04-03,3097.0,USD,97.2553703478204
2025-04-04,3012.0,USD,103.44827862698408
2025-04-07,2951.300048828125,USD,100.01016692435154
2025-04-08,2968.39990234375,USD,100.31089474325366
2025-04-09,3056.5,USD,100.79807422135572
2025-04-10,3155.199951171875,USD,102.87242019604318
2025-04-11,3222.199951171875,USD,101.25062881552893
2025-04-14,3204.800048828125,USD,99.86289864461276
2025-04-15,3218.699951171875,USD,99.87587526921686
2025-04-16,3326.60009765625,USD,101.03262559183942
2025-04-17,3308.699951171875,USD,102.05737625060186
2025-04-21,3406.199951171875,USD,104.81905836747713
2025-04-22,3400.800048828125,USD,103.43065505937552
2025-04-23,3276.300048828125,USD,97.74747588442918
2025-04-24,3332.0,USD,99.51616256157352
2025-04-25,3282.39990234375,USD,99.49983510386606
2025-04-28,3332.5,USD,101.0154540906006
2025-04-29,3318.800048828125,USD,99.73853934302603
2025-04-30,3305.0,USD,101.59540683735068
2025-05-01,3210.0,USD,99.72351058341796
2025-05-02,3231.89990234375,USD,101.03160054924294
2025-05-05,3311.300048828125,USD,102.81943364571087
2025-05-06,3411.39990234375,USD,103.02298218947708
2025-05-07,3381.39990234375,USD,103.9439330585147
2025-05-08,3296.60009765625,USD,101.81605613206314
2025-05-09,3335.39990234375,USD,102.07491848121434
2025-05-12,3220.0,USD,99.41953660168286
2025-05-13,3240.300048828125,USD,98.58525148532134
2025-05-14,3181.39990234375,USD,98.72152084085744
2025-05-15,3220.699951171875,USD,99.15643148395498
2025-05-16,3182.0,USD,98.94893669972824
2025-05-19,3228.89990234375,USD,99.9257243149559
2025-05-20,3280.300048828125,USD,99.463313958727
2025-05-21,3309.300048828125,USD,98.89429892984882
2025-05-22,3292.300048828125,USD,99.62477564254624
2025-05-23,3363.60009765625,USD,100.5801077268092
2025-05-27,3299.10009765625,USD,99.53237515141228
2025-05-28,3293.60009765625,USD,99.8060635653409
2025-05-29,3317.10009765625,USD,99.663491973984
2025-05-30,3288.89990234375,USD,99.99088146742686
2025-06-02,3370.60009765625,USD,97.5204734670326
2025-06-03,3350.199951171875,USD,97.09880622513336
2025-06-04,3373.5,USD,97.72878419361189
2025-06-05,3350.699951171875,USD,93.88607213795888
2025-06-06,3322.699951171875,USD,92.23316614671012
2025-06-09,3332.10009765625,USD,90.82261564003016
2025-06-10,3320.89990234375,USD,90.87898634404766
2025-06-11,3321.300048828125,USD,91.83487295241912
2025-06-12,3380.89990234375,USD,93.36149409129084
2025-06-13,3431.199951171875,USD,94.57292022181834
2025-06-16,3396.39990234375,USD,93.36154790779923
2025-06-17,3386.60009765625,USD,91.3076323462877
2025-06-18,3389.800048828125,USD,91.94922001311852
2025-06-20,3368.10009765625,USD,93.62074535253448
2025-06-23,3377.699951171875,USD,93.42793025687084
2025-06-24,3317.39990234375,USD,92.92176360587996
2025-06-25,3327.10009765625,USD,92.2017509233608
2025-06-26,3333.5,USD,91.11409100387873
2025-06-27,3273.699951171875,USD,90.84274675572884
2025-06-30,3294.39990234375,USD,91.88887071792212
2025-07-01,3336.699951171875,USD,92.47546930438494
2025-07-02,3348.0,USD,91.9123735961278
2025-07-03,3331.60009765625,USD,90.57198949879728
2025-07-04,3332.5,USD,90.6186230245263
2025-07-07,3332.199951171875,USD,91.0064126292676
2025-07-08,3307.0,USD,90.67229625278584
2025-07-09,3311.60009765625,USD,91.10065580552066
2025-07-10,3317.39990234375,USD,89.56747296326229
2025-07-11,3356.0,USD,86.77216138864611
2025-07-14,3351.5,USD,87.13795026532388
2025-07-15,3329.800048828125,USD,88.0107860934249
2025-07-16,3352.5,USD,88.56629443480293
2025-07-17,3340.10009765625,USD,87.76802919602669
2025-07-18,3353.0,USD,87.72205314807587
2025-07-21,3401.89990234375,USD,87.00288358359285
2025-07-22,3439.199951171875,USD,87.46693738211256
2025-07-23,3394.10009765625,USD,86.4122437039722
2025-07-24,3371.0,USD,86.38938028008465
2025-07-25,3334.0,USD,87.35294930161665
2025-07-28,3309.10009765625,USD,87.02203788654582
2025-07-29,3323.39990234375,USD,87.26499144788217
2025-07-30,3295.800048828125,USD,87.73358576447583
2025-07-31,3293.199951171875,USD,90.09630441269032
